gender;age;bundesland;w1_dte;w1_q1;w1_q2_level1;w1_q2_level2;w1_q2_level3;w1_q3;w1_q4;w1_q5x1;w1_q5x2;w1_q5x3;w1_q5x4;w1_q5x5;w1_q6;w1_q7;w1_q8x1;w1_q8x2;w1_q8x3;w1_q8x4;w1_q10x1;w1_q10x2;w1_q10x3;w1_q10x4;w1_q10x5;w1_q10x6;w1_q12;w1_q13;w1_q14;w1_q16;w1_q17x1;w1_q17x2;w1_q17x3;w1_q17x4;w1_q17x5;w1_q19x1;w1_q19x2;w1_q19x3;w1_q19x4;w1_q19x5;w1_q19x6;w1_q19x7;w1_q19x8;w1_q20;w1_q21;w1_q23;w1_q24;w1_sd3;w1_sd5r;w1_sd6;w1_sd7;w1_sd8;w1_sd9;w1_sd10;w1_sd12;w1_sd15r;w1_sd16;w1_sd17;w1_sd21r;w1_jw;popnum
Male;59;Vienna;79;1;immigration;asylum/refugees;asylum / admission of refugees;2;3;2;5;2;3;1;2;3;2;2;1;2;2;1;2;5;5;2;4;2;1;3;5;4;4;2;2;4;4;3;2;3;3;1;2;TRUE;2;10;SPÖ;yes;Austria;AHS with diploma;3,900 and more;employed;employed, more than 35h weekly;1;NA;other;never;yes;2;no;1M.+
Male;67;Lower Austria;109;3;welfare state;nursing & care/disabled persons;geriatric care (general);2;3;4;3;3;5;1;2;3;1;2;1;2;3;3;5;5;5;5;5;1;NA;2;5;5;3;3;5;3;2;2;4;2;3;2;2;FALSE;3;10;SPÖ;yes;Austria;vocational training/school;1,500 up to 1,650 ;retired;NA;NA;employee;Roman-Catholic church;only on special holidays;no;3;no;<2.500
Male;19;Lower Austria;104;1;economy;economy (gen.);economic policy (general);2;2;2;3;3;2;3;3;2;1;2;3;1;2;3;4;2;3;1;4;2;88;NA;4;1;4;3;3;5;4;4;4;4;3;2;3;TRUE;2;5;Greens;yes;Austria;BHS with diploma ;2,700 up to 3,000;a student at school;NA;NA;NA;Roman-Catholic church;only on special holidays;no;NA;yes;NA
Female;32;Vienna;95;1;reform of institutions;political system/governmental system;calling early elections;3;3;2;5;3;4;1;2;4;2;2;1;3;2;3;3;4;2;4;5;2;2;NA;4;1;2;3;4;4;2;4;4;3;2;2;2;FALSE;3;10;FPÖ;yes;Austria;vocational middle school ;2,250 up to 2,400;unemployed or seeking for work;NA;NA;employee;Roman-Catholic church;never;no;NA;no;1M.+
Male;77;Burgenland;79;1;not classifiable;not classifiable;not classifiable;1;1;1;4;1;4;1;2;3;1;1;1;1;1;1;4;1;1;1;8;1;NA;1;2;1;2;1;1;1;4;3;5;5;3;3;4;FALSE;3;10;SPÖ;yes;Austria;vocational middle school ;2,250 up to 2,400;retired;NA;NA;public official;Roman-Catholic church;only on special holidays;yes;2;no;<2.500
Female;69;Styria;86;2;reform of institutions;political system/governmental system;calling early elections;1;3;3;4;4;2;3;2;2;1;1;1;2;1;2;3;4;2;3;6;1;NA;3;3;3;3;3;2;3;4;2;3;3;4;3;3;FALSE;3;10;ÖVP;yes;Austria;BHS with diploma ;2,250 up to 2,400;retired;NA;NA;employee;Roman-Catholic church;never;yes;1;no;50.000-
Female;72;Upper Austria;75;1;welfare state;family/children/adolescents;support for single parents (e.g. higher child care benefit);2;4;1;3;3;3;1;1;4;1;2;1;3;1;3;3;3;2;5;5;1;NA;2;2;1;1;1;3;3;1;3;1;3;3;1;88;FALSE;88;10;FPÖ;yes;Austria;elementary school or less;750 up to 900;a homemaker;NA;NA;NA;Roman-Catholic church;at least once a month;no;1;no;<2.500
Male;51;Upper Austria;85;1;immigration;immigration general;immigration / immigrants / foreigners (general);2;3;1;1;5;4;5;2;4;2;2;2;3;1;5;3;3;1;5;6;1;NA;1;4;2;2;3;3;3;4;3;5;3;5;5;1;FALSE;3;10;ÖVP;yes;Austria;Doctorate/PhD;3,900 and more;employed;employed, more than 35h weekly;6;NA;Roman-Catholic church;less often;no;1;no;5.000-
Male;54;Styria;114;1;immigration;immigration general;immigration / immigrants / foreigners (general);2;3;1;3;2;4;1;3;4;1;1;1;1;1;4;3;3;1;5;5;1;NA;2;5;1;1;2;3;1;2;5;1;1;4;1;1;TRUE;2;10;ÖVP;yes;Austria;vocational training/school;refused;employed;employed, more than 35h weekly;6;NA;Roman-Catholic church;at least once a month;no;2;no;5.000-
Female;73;Vienna;100;2;immigration;immigration general;immigration / immigrants / foreigners (general);2;3;1;5;3;2;1;2;2;1;1;1;2;2;3;3;3;4;88;5;1;NA;2;2;4;4;2;3;2;4;3;2;5;4;1;2;FALSE;3;10;ÖVP;yes;Austria;Magister/Master;2,400 up to 2,700;retired;NA;NA;employee;none;never;no;1;no;1M.+
Male;56;Upper Austria;102;2;welfare state;welfare state (gen.);social policy / welfare state (general);2;3;2;3;3;4;2;2;3;3;3;2;2;2;2;3;4;3;4;3;2;1;3;3;3;4;2;4;2;3;4;3;4;4;2;2;FALSE;1;10;Greens;yes;Austria;vocational training/school;3,900 and more;employed;employed, more than 35h weekly;1;NA;none;never;no;NA;no;5.000-
Male;37;Upper Austria;73;2;immigration;asylum/refugees;asylum / admission of refugees;1;1;5;2;5;2;3;4;3;1;1;1;2;2;3;3;5;2;3;7;2;2;NA;4;1;4;3;4;2;3;5;1;4;2;1;3;FALSE;3;10;ÖVP;yes;Austria;university-related college ;3,300 up to 3,600;employed;employed, more than 35h weekly;5;NA;Roman-Catholic church;at least once a month;no;2;no;2.500-
Male;37;Vienna;90;3;not classifiable;not classifiable;not classifiable;5;5;2;88;2;2;1;3;3;99;99;2;1;2;1;2;2;3;88;99;2;1;88;88;88;4;1;88;1;2;88;2;3;1;1;1;FALSE;3;9;other;yes;Austria;vocational training/school;600 to less than 750;other;NA;NA;NA;don't know;refused;don't know;NA;no;NA
Male;80;Lower Austria;116;2;immigration;asylum/refugees;asylum / admission of refugees;3;3;3;2;4;3;4;3;4;2;2;2;2;1;3;3;2;1;5;8;1;NA;99;4;3;2;2;4;3;3;4;1;2;2;2;3;FALSE;3;10;FPÖ;yes;Austria;polytechnic institute;3,900 and more;retired;NA;NA;employee;none;less often;no;NA;no;NA
Male;88;Lower Austria;94;1;don't know;don't know;don't know;3;3;88;1;3;3;2;2;2;1;1;1;2;1;5;4;5;2;5;9;1;NA;2;5;2;1;3;88;4;3;3;2;1;2;2;1;TRUE;2;10;ÖVP;yes;Austria;primary school/secondary education first stage;900 up to 1,050;retired;NA;NA;self-employed without employees;Roman-Catholic church;only on special holidays;no;2;no;5.000-
Male;18;Styria;99;2;education and culture;education general;education / education policy (general);2;3;1;5;1;1;1;3;88;3;1;1;2;1;1;5;5;5;3;4;2;2;NA;5;4;4;1;1;88;1;4;1;4;1;1;1;FALSE;1;10;NEOS;yes;Austria;primary school/secondary education first stage;refused;a student at school;NA;NA;NA;none;never;no;NA;yes;10.000-
Female;65;Lower Austria;97;2;immigration;asylum/refugees;asylum / admission of refugees;2;3;1;5;1;5;1;2;3;3;3;2;1;1;2;1;5;3;88;0;1;NA;3;3;3;4;1;3;2;3;4;3;5;3;2;4;FALSE;3;10;SPÖ;yes;Austria;AHS with diploma;1,650 up to 1,800;retired;NA;NA;civil servant;Roman-Catholic church;once a week;no;NA;no;5.000-
Female;54;Tyrol;124;2;immigration;asylum/refugees;asylum / admission of refugees;3;2;2;3;2;1;1;3;3;1;1;1;2;1;3;3;2;1;5;5;1;NA;2;3;2;3;1;4;3;3;3;4;3;1;3;3;FALSE;3;10;SPÖ;yes;Austria;vocational middle school ;3,300 up to 3,600;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;only on special holidays;no;3;no;10.000-
Male;60;Vienna;108;2;education and culture;kindergarten;kindergarten / child care / day care;2;3;1;5;1;2;1;3;4;2;2;2;3;1;2;2;3;3;88;3;1;NA;3;2;3;4;1;3;3;2;3;2;2;2;1;1;FALSE;3;10;SPÖ;yes;Austria;AHS with diploma;refused;employed;employed,15 - 35h weekly;5;NA;none;never;no;2;no;1M.+
Female;57;Upper Austria;124;3;formation of government;preference of coalition/formation of government;government formation / coalition composition (general);2;3;1;1;1;4;1;3;3;1;2;2;3;1;4;4;1;1;5;7;1;NA;2;4;1;1;2;4;2;2;4;1;4;1;2;1;TRUE;2;10;ÖVP;yes;Austria;vocational middle school ;3,300 up to 3,600;a homemaker;NA;NA;NA;Roman-Catholic church;only on special holidays;yes;2;no;5.000-
Male;22;Vienna;123;1;welfare state;welfare state (gen.);basic income;4;3;4;2;2;5;5;4;3;4;4;1;1;1;4;5;4;2;5;7;1;NA;2;4;2;2;2;4;2;5;4;2;2;4;1;5;TRUE;2;10;ÖVP;yes;Austria;AHS with diploma;3,900 and more;a student at university;NA;NA;NA;Roman-Catholic church;only on special holidays;no;3;no;1M.+
Male;54;Upper Austria;80;1;environment protection;environmentalism (gen.);environmental protection/sustainability/conservation (general);3;3;1;4;1;2;1;3;4;2;2;2;1;1;1;1;5;4;88;0;1;NA;1;1;5;5;1;2;1;1;4;5;5;4;1;1;FALSE;3;10;Greens;yes;Austria;AHS with diploma;don't know;employed;employed, more than 35h weekly;6;NA;none;never;no;2;no;5.000-
Female;73;Upper Austria;130;3;reform of institutions;political system/governmental system;calling early elections;3;3;2;5;99;5;1;2;2;1;1;1;2;1;2;2;5;4;1;4;2;1;3;3;1;2;1;5;2;4;4;1;99;1;1;99;FALSE;4;10;SPÖ;yes;Austria;primary school/secondary education first stage;1,200 up to 1,350;retired;NA;NA;blue-collar worker;Roman-Catholic church;only on special holidays;yes;1;no;2.500-
Female;58;Tyrol;91;1;economy;economy (gen.);economic policy (general);3;3;3;1;5;4;2;2;2;1;1;1;1;1;3;3;4;2;1;5;1;NA;2;3;2;2;2;3;2;3;3;2;3;5;1;3;TRUE;2;10;ÖVP;yes;Austria;College;2,700 up to 3,000;employed;employed, more than 35h weekly;6;NA;Roman-Catholic church;only on special holidays;no;NA;no;<2.500
Male;57;Lower Austria;115;2;politics;election campaign;profiles of parties;2;3;1;3;1;5;1;2;4;1;1;1;2;1;2;5;4;1;5;0;2;2;NA;4;1;2;1;5;1;4;3;2;1;1;1;4;FALSE;3;10;ÖVP;yes;Austria;primary school/secondary education first stage;2,400 up to 2,700;employed;employed,15 - 35h weekly;2;NA;Roman-Catholic church;at least once a month;no;2;no;<2.500
Male;47;Burgenland;72;1;immigration;asylum/refugees;asylum / admission of refugees;3;3;3;2;1;4;3;2;3;1;1;1;1;1;3;3;5;2;5;6;1;NA;2;4;2;4;2;2;2;5;2;4;2;4;2;3;FALSE;3;10;ÖVP;yes;Austria;BHS with diploma ;3,900 and more;employed;employed, more than 35h weekly;3;NA;Roman-Catholic church;at least once a month;no;4;no;<2.500
Male;51;Lower Austria;96;4;don't know;don't know;don't know;3;3;1;1;1;1;1;3;3;2;3;2;3;2;2;2;5;1;3;5;1;NA;1;3;1;3;2;4;3;4;2;2;1;1;2;2;FALSE;3;10;SPÖ;yes;other;vocational middle school ;2,700 up to 3,000;employed;employed, more than 35h weekly;1;NA;Islamic religious community;more often than once a week;no;2;no;2.500-
Male;22;Styria;90;3;don't know;don't know;don't know;2;2;2;3;2;3;1;2;2;2;1;1;3;1;3;2;4;3;5;7;1;NA;99;5;3;4;3;3;88;3;3;3;5;2;88;3;FALSE;3;10;FPÖ;yes;Austria;BHS with diploma ;3,900 and more;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;less often;don't know;NA;no;NA
Female;19;Tyrol;108;2;don't know;don't know;don't know;3;3;3;3;3;2;2;2;2;2;4;2;3;4;3;4;3;3;3;8;2;2;NA;4;2;4;2;3;4;3;4;4;5;3;3;5;TRUE;2;6;ÖVP;yes;Austria;vocational middle school ;1,800 up to 1,950;a student at school;NA;NA;NA;Roman-Catholic church;daily;no;NA;yes;2.500-
Male;52;Vienna;129;2;Europe;EU: general;European integration (general);2;3;1;4;4;3;2;3;3;3;1;2;1;3;1;2;4;3;2;2;1;NA;2;2;4;4;1;3;2;3;3;4;4;2;3;2;TRUE;2;9;Greens;yes;Austria;vocational training/school;900 up to 1,050;unemployed or seeking for work;NA;NA;freelance worker;none;never;no;1;no;1M.+
Male;76;Lower Austria;125;1;budget;taxes general;tax reduction/ decrease of tax and contribution ratio (general);2;2;5;1;5;1;5;2;4;2;3;2;1;1;1;1;5;5;1;6;2;1;2;5;5;4;2;1;4;5;5;2;5;1;1;5;TRUE;2;10;ÖVP;yes;Austria;Magister/Master;2,700 up to 3,000;employed;employed,15 - 35h weekly;5;NA;none;less often;no;2;no;5.000-
Female;62;Lower Austria;93;2;immigration;asylum/refugees;asylum / admission of refugees;5;3;1;1;1;1;2;3;2;1;1;1;3;1;4;4;1;1;5;3;2;1;2;2;1;1;1;4;1;1;4;1;2;2;3;1;FALSE;3;10;ÖVP;yes;Austria;primary school/secondary education first stage;2,400 up to 2,700;retired;NA;NA;self-employed without employees;Roman-Catholic church;once a week;no;5;no;<2.500
Female;29;Styria;93;2;immigration;asylum/refugees;asylum / admission of refugees;5;2;1;2;1;3;1;4;3;1;2;2;4;1;5;5;4;1;5;7;2;2;NA;1;1;1;1;1;4;3;3;3;3;3;2;3;FALSE;3;5;Greens;yes;Austria;university-related college ;2,100 up to 2,250;employed;employed, more than 35h weekly;1;NA;none;never;no;NA;no;10.000-
Female;59;Vienna;80;2;immigration;asylum/refugees;asylum / admission of refugees;3;3;5;1;1;4;3;2;2;1;1;2;3;1;2;2;2;1;5;5;1;NA;1;5;1;1;1;5;5;2;2;4;4;4;5;3;TRUE;2;10;ÖVP;yes;Austria;vocational middle school ;3,900 and more;employed;employed, more than 35h weekly;5;NA;Roman-Catholic church;at least once a month;no;3;no;1M.+
Female;19;Salzburg;103;1;security;not classifiable;not classifiable;3;3;2;3;4;4;3;2;3;2;2;2;3;3;1;3;5;3;88;4;2;1;3;5;3;5;3;1;5;4;2;5;5;4;3;3;TRUE;2;10;SPÖ;yes;Austria;AHS with diploma;don't know;a student at university;NA;NA;NA;Roman-Catholic church;at least once a month;no;NA;yes;2.500-
Female;61;Salzburg;96;1;immigration;immigration general;immigration / immigrants / foreigners (general);2;3;1;4;2;3;1;2;4;1;1;1;3;1;5;5;4;1;5;5;2;2;NA;1;1;1;1;5;2;4;4;4;2;4;4;4;FALSE;1;7;ÖVP;yes;Austria;BHS with diploma ;3,900 and more;employed;employed,15 - 35h weekly;1;NA;none;never;no;5;no;50.000-
Male;42;Salzburg;92;3;budget;taxes general;tax policy (general);5;5;3;3;2;1;3;3;3;2;2;3;3;1;1;3;1;2;5;3;2;2;NA;3;1;2;3;3;3;2;2;1;3;2;3;1;TRUE;2;10;FPÖ;yes;Austria;primary school/secondary education first stage;1,650 up to 1,800;employed;employed, more than 35h weekly;1;NA;none;never;no;NA;no;5.000-
Female;54;Vorarlberg;128;2;reform of institutions;political system/governmental system;calling early elections;3;3;4;1;4;3;3;3;4;1;1;1;1;1;2;3;3;2;5;6;1;NA;2;5;4;2;1;3;2;4;3;88;4;3;88;3;FALSE;88;10;ÖVP;yes;Austria;AHS with diploma;refused;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;at least once a month;no;3;no;<2.500
Male;49;Lower Austria;96;2;Europe;EU: general;European integration (general);2;3;1;3;1;4;1;3;4;1;1;1;3;1;3;3;4;3;3;6;1;NA;1;3;3;1;1;4;1;1;4;1;1;1;1;1;FALSE;3;10;FPÖ;yes;Austria;vocational training/school;3,300 up to 3,600;employed;employed, more than 35h weekly;1;NA;none;never;no;3;no;10.000-
Male;57;Upper Austria;100;1;welfare state;pension;pensioners / elderly people (general);2;3;1;5;1;5;1;1;2;2;2;2;3;1;1;1;5;5;3;5;1;NA;1;5;3;3;3;2;5;3;3;5;3;1;5;3;FALSE;3;10;SPÖ;yes;Austria;vocational training/school;1,650 up to 1,800;employed;employed, more than 35h weekly;2;NA;none;only on special holidays;yes;2;no;50.000-
Female;67;Lower Austria;128;2;reform of institutions;political system/governmental system;calling early elections;3;4;1;3;1;4;1;3;2;2;2;2;3;1;3;4;3;1;5;9;2;1;2;3;1;2;1;5;4;3;3;3;3;3;1;1;FALSE;3;10;SPÖ;yes;Austria;vocational training/school;1.050 up to 1,200;retired;NA;NA;employee;Roman-Catholic church;only on special holidays;no;1;no;10.000-
Male;21;Carinthia;103;2;immigration;asylum/refugees;asylum / admission of refugees;3;5;2;3;3;2;5;3;3;2;1;1;2;1;5;3;2;1;5;3;1;NA;2;3;1;5;2;2;88;1;4;1;5;1;2;3;FALSE;4;6;other;yes;Austria;BHS with diploma ;1,650 up to 1,800;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;only on special holidays;yes;NA;yes;10.000-
Male;57;Styria;110;2;immigration;integration of foreigners;integration of immigrants (general);2;3;2;2;3;4;3;1;3;1;1;1;2;1;1;2;5;5;5;7;2;2;NA;5;2;5;2;4;4;4;3;2;4;4;3;2;FALSE;88;10;ÖVP;yes;Austria;Magister/Master;2,700 up to 3,000;employed;employed, more than 35h weekly;1;NA;other;once a week;no;NA;no;<2.500
Male;73;Upper Austria;113;2;immigration;immigration general;immigration / immigrants / foreigners (general);2;4;3;2;4;3;2;3;3;1;1;1;1;1;5;88;88;3;88;7;1;NA;2;1;1;3;3;4;4;3;3;88;4;2;4;88;FALSE;3;10;ÖVP;yes;Austria;vocational training/school;3,300 up to 3,600;retired;NA;NA;public official;Roman-Catholic church;less often;yes;NA;no;5.000-
Male;26;Styria;109;1;education and culture;education general;education / education policy (general);5;2;5;1;5;1;5;3;4;1;4;2;3;1;4;4;4;2;5;5;2;2;NA;5;1;1;3;4;2;5;4;1;5;2;1;4;FALSE;3;10;FPÖ;yes;Austria;Bachelor;2,700 up to 3,000;employed;employed, more than 35h weekly;1;NA;none;never;no;NA;no;5.000-
Female;73;Tyrol;82;3;welfare state;pension;pensioners / elderly people (general);4;4;2;88;2;4;1;2;3;2;1;2;2;1;4;2;3;2;4;88;1;NA;2;2;3;2;2;3;3;2;2;2;3;2;2;3;FALSE;3;9;SPÖ;yes;Austria;vocational training/school;don't know;retired;NA;NA;employee;Roman-Catholic church;only on special holidays;no;2;no;2.500-
Male;81;Upper Austria;135;3;don't know;don't know;don't know;2;3;3;2;2;3;2;1;1;2;1;1;2;3;5;3;2;88;4;8;1;NA;2;3;3;1;2;2;4;5;2;3;5;3;2;5;FALSE;3;10;ÖVP;yes;Austria;BHS with diploma ;2,400 up to 2,700;retired;NA;NA;employee;Roman-Catholic church;once a week;yes;2;no;10.000-
Prefer not to say;19;Salzburg;104;3;politics;election campaign;profiles of parties;3;3;3;3;4;2;5;3;3;2;2;2;2;3;4;3;2;4;3;7;99;NA;NA;99;99;99;99;99;99;99;99;99;99;99;99;99;FALSE;99;5;Greens;yes;other;elementary school or less;600 to less than 750;a student at school;NA;NA;NA;Islamic religious community;once a week;don't know;NA;yes;NA
Male;74;Lower Austria;130;3;reform of institutions;political system/governmental system;calling early elections;3;3;1;5;2;2;2;1;4;2;1;1;2;1;3;3;3;2;5;4;1;NA;1;3;2;4;2;4;4;4;88;3;5;5;5;3;TRUE;2;10;SPÖ;yes;Austria;vocational training/school;1,950 up to 2,100;retired;NA;NA;blue-collar worker;Roman-Catholic church;once a week;yes;2;no;<2.500
Female;21;Lower Austria;101;2;education and culture;education general;education / education policy (general);3;4;2;2;1;2;3;2;4;2;2;2;3;1;4;4;2;2;5;7;1;NA;2;3;3;3;2;5;2;3;3;2;4;2;3;3;TRUE;2;9;ÖVP;yes;Austria;BHS with diploma ;don't know;a student at university;NA;NA;NA;Roman-Catholic church;only on special holidays;no;NA;yes;NA
Female;59;Upper Austria;97;1;security;fight against crime (gen.);crime (general);2;4;1;1;1;2;1;2;4;1;1;1;3;1;1;3;4;1;3;5;2;1;1;2;1;1;1;4;1;1;4;1;3;1;1;1;FALSE;3;10;FPÖ;yes;Austria;vocational training/school;2,700 up to 3,000;retired;NA;NA;employee;Roman-Catholic church;never;no;1;no;10.000-
Female;56;Upper Austria;94;2;don't know;don't know;don't know;2;3;2;2;2;3;2;3;3;1;2;2;3;2;5;2;4;2;4;8;1;NA;3;4;2;3;2;3;2;2;4;2;3;3;2;2;FALSE;4;10;ÖVP;yes;Austria;vocational middle school ;3,900 and more;a homemaker;NA;NA;NA;Protestant church;only on special holidays;no;5;no;2.500-
Male;35;Upper Austria;125;2;don't know;don't know;don't know;2;3;1;4;1;1;3;2;3;1;1;1;2;2;3;2;4;3;5;6;2;1;2;5;4;2;2;2;3;3;4;4;3;4;2;4;FALSE;3;10;ÖVP;yes;Austria;vocational middle school ;don't know;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;less often;yes;2;no;<2.500
Female;37;Vorarlberg;129;3;immigration;immigration general;immigration / immigrants / foreigners (general);3;2;3;2;3;4;2;3;3;1;1;1;1;3;2;3;4;2;88;6;1;NA;2;4;2;4;1;3;3;88;3;1;4;3;2;5;FALSE;1;10;ÖVP;yes;Austria;AHS with diploma;3,300 up to 3,600;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;more often than once a week;yes;2;no;10.000-
Female;61;Vorarlberg;117;1;welfare state;pension;pensioners / elderly people (general);2;3;4;4;4;3;1;3;4;2;2;2;2;1;4;4;4;4;5;5;2;2;NA;3;2;4;1;3;3;2;5;3;5;3;3;2;TRUE;2;10;NEOS;yes;Austria;Doctorate/PhD;2,700 up to 3,000;employed;employed,15 - 35h weekly;3;NA;Roman-Catholic church;at least once a month;yes;NA;no;10.000-
Female;73;Vienna;81;2;Europe;EU: general;European integration (general);3;3;1;3;2;3;2;1;4;1;1;1;3;1;4;88;4;2;5;6;2;1;2;2;1;1;1;5;4;3;3;2;2;3;3;5;TRUE;2;10;ÖVP;yes;Austria;AHS with diploma;3,600 up to 3,900;retired;NA;NA;employee;Roman-Catholic church;less often;no;2;no;1M.+
Female;59;Vorarlberg;74;3;don't know;don't know;don't know;3;3;1;1;1;1;1;2;3;2;2;2;2;2;2;2;5;5;5;3;2;1;2;4;2;4;1;4;2;2;2;2;2;2;2;2;FALSE;88;5;other;yes;Austria;university-related college ;2,700 up to 3,000;retired;NA;NA;public official;Roman-Catholic church;at least once a month;no;2;no;2.500-
Female;83;Upper Austria;108;1;welfare state;pension;pensioners / elderly people (general);4;3;1;3;3;3;3;1;3;1;1;1;2;1;88;88;4;2;5;5;2;1;2;4;1;4;3;3;88;3;3;4;2;1;5;4;FALSE;3;10;ÖVP;yes;Austria;elementary school or less;refused;retired;NA;NA;farmer;Roman-Catholic church;once a week;no;5;no;<2.500
Male;19;Styria;76;2;immigration;asylum/refugees;asylum / admission of refugees;4;3;3;1;1;3;3;4;4;1;1;2;4;1;4;4;3;2;5;7;1;NA;2;3;1;1;2;3;3;2;3;2;2;1;2;3;FALSE;3;10;FPÖ;yes;Austria;vocational training/school;2,100 up to 2,250;unemployed or seeking for work;NA;NA;blue-collar worker;none;never;yes;2;yes;10.000-
Male;56;Lower Austria;97;1;welfare state;welfare state (gen.);basic income;3;3;2;4;1;5;88;2;2;1;2;1;2;1;2;4;4;2;5;7;2;2;NA;2;1;3;1;4;3;2;3;4;4;2;3;2;FALSE;3;10;ÖVP;yes;Austria;vocational middle school ;1,500 up to 1,650 ;retired;NA;NA;public official;Roman-Catholic church;at least once a month;yes;1;no;1M.+
Female;18;Salzburg;109;3;education and culture;education general;education / education policy (general);3;5;1;3;3;2;4;3;4;2;2;2;4;1;3;3;4;1;5;7;2;1;3;5;4;2;1;3;3;1;5;3;4;1;2;1;FALSE;88;10;FPÖ;yes;Austria;primary school/secondary education first stage;3,900 and more;a student at school;NA;NA;NA;Roman-Catholic church;less often;no;NA;yes;5.000-
Female;17;Styria;109;3;don't know;don't know;don't know;4;5;1;1;1;1;1;88;88;2;2;2;2;2;2;2;2;2;2;5;88;NA;NA;1;2;1;1;1;2;2;2;2;2;2;2;2;FALSE;99;5;other;yes;Bosnia, Croatia, Serbia, Former Yugoslavia;vocational middle school ;1,800 up to 1,950;unemployed or seeking for work;NA;NA;farmer;Islamic religious community;at least once a month;don't know;NA;yes;NA
Male;34;Lower Austria;110;1;immigration;asylum/refugees;asylum / admission of refugees;5;3;1;1;1;2;1;4;4;1;1;1;4;1;5;5;5;1;5;10;1;NA;2;4;1;1;3;3;1;1;4;2;1;1;1;3;FALSE;4;10;FPÖ;yes;Austria;vocational training/school;3,300 up to 3,600;employed;employed, more than 35h weekly;2;NA;Roman-Catholic church;only on special holidays;yes;NA;no;<2.500
Male;67;Lower Austria;108;2;economy;job market/unemployment;unemployment (general);2;3;1;4;3;4;2;2;3;2;2;2;3;1;5;5;1;1;88;5;1;NA;2;2;1;1;1;5;3;2;3;3;2;2;1;1;FALSE;3;9;ÖVP;yes;Austria;vocational training/school;2,250 up to 2,400;retired;NA;NA;public official;Roman-Catholic church;at least once a month;no;2;no;10.000-
Male;72;Styria;124;2;formation of government;preference of coalition/formation of government;government formation / coalition composition (general);3;4;1;1;1;1;1;2;3;1;1;1;1;1;4;4;4;1;5;9;1;NA;1;4;1;1;1;5;5;1;5;1;5;1;1;1;FALSE;3;10;SPÖ;yes;Austria;vocational training/school;2,400 up to 2,700;retired;NA;NA;employee;Roman-Catholic church;more often than once a week;yes;2;no;10.000-
Female;61;Vorarlberg;125;3;education and culture;education general;education / education policy (general);4;3;3;2;2;1;1;3;4;1;1;1;2;1;3;3;4;1;5;5;1;NA;2;2;1;1;1;4;2;2;4;1;4;1;1;2;FALSE;3;10;ÖVP;yes;Austria;vocational middle school ;2,400 up to 2,700;retired;NA;NA;employee;Roman-Catholic church;at least once a month;no;2;no;<2.500
Male;43;Lower Austria;92;2;immigration;asylum/refugees;asylum / admission of refugees;3;5;2;1;3;3;4;2;3;3;3;3;4;1;3;5;3;1;5;1;2;1;3;3;2;1;2;4;2;2;5;3;4;2;2;4;FALSE;3;8;SPÖ;yes;Austria;vocational training/school;1,350 up to 1,500;employed;employed, more than 35h weekly;2;NA;Roman-Catholic church;less often;no;NA;no;<2.500
Male;58;Upper Austria;128;2;reform of institutions;political system/governmental system;calling early elections;3;3;3;1;3;3;3;2;4;1;1;1;2;1;3;3;4;2;5;6;2;1;3;3;3;1;2;3;5;3;4;3;2;2;3;1;FALSE;3;10;ÖVP;yes;Austria;AHS with diploma;3,900 and more;employed;employed, more than 35h weekly;1;NA;none;never;no;3;no;5.000-
Female;22;Vienna;83;1;immigration;asylum/refugees;asylum / admission of refugees;4;3;1;5;2;5;1;2;3;3;2;3;2;3;1;1;4;4;3;2;1;NA;2;5;5;5;2;3;3;3;4;3;4;3;4;3;TRUE;2;10;SPÖ;yes;Austria;vocational middle school ;3,900 and more;other training;NA;NA;NA;none;never;no;6;no;1M.+
Female;55;Tyrol;101;3;immigration;immigration general;immigration / immigrants / foreigners (general);5;3;1;1;4;3;1;4;4;1;1;2;4;1;5;5;4;1;1;5;1;NA;1;5;1;1;1;5;1;1;5;1;5;1;1;1;FALSE;4;10;FPÖ;yes;Austria;primary school/secondary education first stage;750 up to 900;retired;NA;NA;employee;Roman-Catholic church;only on special holidays;no;1;no;NA
Male;62;Vorarlberg;94;2;politics;election campaign;party campaigns (general);2;2;1;1;4;3;1;3;4;3;1;2;3;2;1;2;4;2;4;1;1;NA;1;2;5;4;1;5;2;1;4;2;2;1;1;2;FALSE;3;10;ÖVP;yes;Austria;vocational training/school;3,000 up to 3,300;retired;NA;NA;employee;Roman-Catholic church;only on special holidays;yes;2;no;10.000-
